song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,track_popularity
Magnets (feat. Sophie Simmons),Sam Feldt,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,62
Don't Give Up On Me,Andy Grammer,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,9
Found Love (feat. Lovespeake),MOTi,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,59
These Are The Times (feat. JRM),Martin Garrix,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,71
Wherever You Go,Jonas Blue,0.711,0.724,7,-4.809,1,0.106,0.0835,0.0,0.0389,21
Happy Now,Kygo,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,81
Roots,Valerie Broussard,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,69
Talk - Alle Farben Remix,Khalid,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,56
All The Lies - Toby Romeo Remix / Radio Edit,Alok,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,56
High Hopes - Don Diablo Remix,Panic! At The Disco,0.59,0.888,5,-2.851,1,0.0765,0.0216,0.0,0.487,60
Summer Air (feat. Trevor Guthrie),Hardwell,0.632,0.574,4,-8.584,1,0.053,0.0942,0.0,0.215,40
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,0.703,0.879,1,-4.514,0,0.177,0.0693,0.0,0.315,57
Bruises - Steve Void Remix,Lewis Capaldi,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,70
Insomnia - King Arthur Remix,Daya,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,63
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,65
I Miss Myself - R3HAB Remix,NOTD,0.502,0.78,0,-4.547,1,0.244,0.333,0.0,0.72,56
8 Letters - R3HAB Remix,Why Don't We,0.638,0.708,1,-5.001,0,0.0421,0.24,0.0,0.311,2
You Deserve Better - Andrelli Remix,James Arthur,0.685,0.712,6,-4.302,0,0.0894,0.334,1.1e-06,0.047,53
Remember (with ZOHARA),Gryffin,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,11
REMEDY,Alesso,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,77
Leave,Borgeous,0.762,0.665,11,-6.92,0,0.0471,0.169,0.0,0.103,56
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,65
I'm Not Sorry,Hardwell,0.65,0.819,4,-3.811,1,0.0551,0.117,0.0,0.0772,34
Tequila - Robin Schulz Remix,Dan + Shay,0.448,0.836,11,-6.495,1,0.0809,0.229,0.0,0.427,54
Happier - Frank Walker Remix,Marshmello,0.712,0.646,5,-4.23,1,0.182,0.116,0.0,0.123,51
Sing It With Me - Embody Remix,JP Cooper,0.674,0.854,5,-5.253,1,0.115,0.054,0.0,0.379,50
Thursday - Nicky Romero Remix,Jess Glynne,0.739,0.622,11,-5.382,0,0.0394,0.532,0.0,0.0508,52
Better When You're Gone,David Guetta,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,76
Wish You Well,Sigala,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,75
Only When It Rains,Frank Walker,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,52
Mad Love - Blinkie Remix,Mabel,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,62
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,65
Better Day (feat. Aloe Blacc),Young Bombs,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,62
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,0.673,0.885,11,-3.574,0,0.0569,0.143,0.0,0.184,10
Discovery,Syn Cole,0.516,0.857,0,-3.432,0,0.0463,0.0368,0.0,0.264,55
With You - Frank Walker Remix,Tyler Shaw,0.686,0.613,2,-5.614,1,0.069,0.0386,0.0,0.251,49
2 Hearts (feat. Gia Koka),Sam Feldt,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,70
Love You Forever,Nicky Romero,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,61
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,75
Thorns,Faustix,0.708,0.825,4,-3.117,1,0.0615,0.031,0.0,0.191,60
Shotgun (The Wild Remix),George Ezra,0.588,0.757,5,-2.415,1,0.0716,0.327,0.0,0.323,63
True Colors (feat. Maya Avedis),XO Cupid,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,73
Crying In The Sun,Faustix,0.682,0.786,11,-4.87,0,0.0477,0.214,0.0,0.12,60
Need You,Faustix,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,62
Sweet Dreams (Are Made of This),Winati,0.815,0.647,9,-7.162,0,0.218,0.399,0.0,0.0738,67
Million Lights,Tungevaag & Raaban,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,61
Dancing in the Moonlight,Jubël,0.659,0.617,11,-5.862,0,0.0649,0.27,0.0,0.187,71
Heaven,Avicii,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,80
Forever Young,John De Sohn,0.651,0.617,8,-6.077,1,0.0309,0.179,0.0,0.113,68
eoh,Olympis,0.707,0.585,5,-11.024,1,0.0701,0.145,0.00485,0.257,60
Nobody,Martin Jensen,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,66
All Day And Night,Jax Jones,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,75
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,0.768,0.83,11,-4.983,0,0.036,0.0229,0.000127,0.145,58
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,74
All For Love,Tungevaag & Raaban,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-05,0.459,68
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,72
One Touch,Jess Glynne,0.686,0.693,0,-6.245,0,0.131,0.329,0.0,0.136,70
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,58
Be Your Friend‬‬,Vigiland,0.6,0.754,0,-4.204,1,0.0488,0.0688,0.0,0.151,67
Happier - Breathe Carolina Remix,Marshmello,0.691,0.924,0,-3.839,1,0.0577,0.00828,3.8e-06,0.402,62
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,56
Just Got Paid,Sigala,0.734,0.921,6,-1.936,0,0.0863,0.0328,0.0,0.197,65
No One - Jonas Blue Remix,Jess Glynne,0.605,0.854,11,-4.128,0,0.0488,0.0673,0.0,0.54,51
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,54
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,61
Darkside,Alan Walker,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,76
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,83
Body (feat. brando),Loud Luxury,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,63
Who's Got Your Love,Cheat Codes,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,70
Never Go Back - Robin Schulz Remix,Dennis Lloyd,0.655,0.713,9,-6.293,0,0.0501,0.338,0.0,0.0971,70
Pumped Up,Klingande,0.732,0.734,0,-6.423,1,0.107,0.00719,1.49e-05,0.34,56
California,Hot Shade,0.619,0.735,7,-3.925,1,0.0445,0.017,1.78e-06,0.347,65
Solo Dance,Martin Jensen,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,61
Replay,Davai,0.776,0.809,6,-5.726,0,0.069,0.415,0.0,0.179,60
Think About You - Galantis Remix,Kygo,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,63
Love No More,Loud Luxury,0.767,0.674,0,-6.246,1,0.0529,0.0216,5.88e-05,0.257,54
All Falls Down (feat. Juliander),Alan Walker,0.655,0.672,1,-4.966,1,0.0581,0.253,0.0,0.312,70
Lonely Together (feat. Rita Ora),Avicii,0.638,0.656,5,-5.299,1,0.0611,0.143,5.76e-05,0.094,6
Remind Me to Forget,Kygo,0.689,0.505,0,-6.389,1,0.0933,0.158,0.0,0.138,70
Next To Me,Axel Johansson,0.445,0.597,8,-6.724,1,0.0575,0.158,2.21e-06,0.128,54
Giant (with Rag'n'Bone Man),Calvin Harris,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,83
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,0.684,0.823,0,-4.881,1,0.0296,0.00576,7.42e-06,0.201,53
Hum With Me,John De Sohn,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,55
Without You (feat. Sandro Cavazza),Avicii,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,81
Call On Me - Ryan Riback Remix,Starley,0.691,0.821,0,-4.527,1,0.0401,0.136,0.000115,0.092,58
Sad (feat. Afrojack),Chico Rose,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,75
Stargazing,Kygo,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,73
Symphony (feat. Zara Larsson),Clean Bandit,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,73
Stay Young,Mike Perry,0.572,0.713,5,-4.826,1,0.0406,0.0754,0.0,0.226,57
More Than You Know,Axwell /\ Ingrosso,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,25
Why Boy,Steff da Campo,0.497,0.924,11,-3.43,0,0.0434,0.149,0.251,0.267,55
The Nights,Avicii,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,80
Rich Love (with Seeb),OneRepublic,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,69
Mama,Jonas Blue,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,74
Feel Good,Felix Jaehn,0.702,0.903,4,-3.921,1,0.038,0.121,0.000123,0.168,65
IDGAF - Hazers Remix,Dua Lipa,0.814,0.705,7,-4.734,1,0.0904,0.0958,0.000133,0.0687,50
Breathe (feat. Ina Wroldsen),Jax Jones,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,66
Rockstar,Ilkay Sencan,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,71
Jackie Chan,Tiësto,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,79
Moonlight,Gaullin,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,76
All I Wanna Do,Martin Jensen,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,55
Sweet but Psycho,Ava Max,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,87
Melody - ANGEMI Remix,Lost Frequencies,0.564,0.833,0,-3.964,1,0.0952,0.0112,0.0,0.101,35
High On Life (feat. Bonn),Martin Garrix,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,77
So Am I,Ava Max,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,83
I Know You - Vigiland Remix,Craig David,0.674,0.471,9,-8.199,1,0.0719,0.0946,0.0,0.22,51
Through To You,Lyente,0.69,0.689,2,-6.522,1,0.174,0.0655,1.45e-06,0.136,2
Burn Out (feat. Dewain Whitmore),Martin Garrix,0.594,0.722,4,-5.751,0,0.0398,0.0156,0.0,0.0667,68
Penny,Dimitri Vangelis & Wyman,0.468,0.968,2,-4.083,1,0.0478,0.0224,0.922,0.194,50
Wait For Me,Steve Brian,0.465,0.739,10,-7.786,1,0.0648,0.00987,1.88e-06,0.373,42
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,95
Daylight (Airbeat One Anthem 2018),Fluex,0.631,0.939,7,-1.7,0,0.0398,0.0728,0.000187,0.319,50
Imagine,Rob Tirea,0.578,0.776,7,-2.698,0,0.0409,0.363,0.00119,0.175,21
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,0.671,0.91,0,-3.621,1,0.1,0.00196,0.0316,0.171,63
Glitch,Martin Garrix,0.715,0.792,2,-6.4,0,0.0325,0.055,0.0236,0.269,56
Brand New (Helium),Lvly,0.714,0.809,7,-4.34,0,0.0801,0.00736,0.0,0.342,2
Shades Of Voices (Original Mix),PULLER,0.691,0.874,4,-6.276,0,0.09,0.0286,0.633,0.0704,2
In Time,CAZZETTE,0.651,0.711,3,-5.062,0,0.0378,0.111,6.13e-05,0.0488,49
Halfway There (feat. Lena Leon),Tiësto,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,60
Spirit Of Freedom,Dropgun,0.438,0.914,9,-3.919,0,0.0601,0.0206,0.623,0.12,45
Mama Look at Me Now,Galantis,0.59,0.678,10,-5.48,1,0.0384,0.0259,2.2e-05,0.0707,56
Toxic Rain - No Class Remix,Alicia Madison,0.461,0.773,0,-6.436,0,0.0539,0.0153,0.0,0.234,41
The Beat,Mike Williams,0.563,0.954,7,-1.835,0,0.0283,0.119,0.168,0.27,70
Wild Wild Son,Armin van Buuren,0.446,0.573,3,-5.081,1,0.0279,0.0416,0.0,0.108,57
Waiting For Love,Avicii,0.577,0.741,6,-3.83,0,0.0501,0.298,0.0,0.142,16
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,0.486,0.855,3,-4.493,0,0.0497,0.000452,0.00146,0.249,48
Like I Do,David Guetta,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,72
Skyline,Catiso,0.733,0.791,0,-5.599,1,0.0403,0.239,0.784,0.265,2
Callin' - Extended Mix,Lush & Simon,0.627,0.956,8,-4.498,0,0.0719,0.0256,0.588,0.125,2
Roads,Vargas & Lagola,0.527,0.806,2,-5.639,0,0.0323,0.000598,0.0,0.358,66
Jackie Chan,Tiësto,0.742,0.838,3,-2.758,0,0.0476,0.339,0.0,0.0595,60
Came Here for Love,Sigala,0.708,0.868,6,-3.287,1,0.0431,0.0313,0.0,0.122,68
Kids in Love - Don Diablo Remix,Kygo,0.653,0.911,9,-2.979,0,0.0645,0.0623,5.22e-05,0.301,50
Let You Down - Chris Royal Remix,Bombs Away,0.361,0.945,0,-5.219,0,0.111,0.00105,0.0342,0.0967,39
Mercury,Catiso,0.732,0.828,6,-5.935,0,0.0535,0.00379,0.797,0.272,1
Different Place,STVCKS,0.673,0.943,10,-3.604,0,0.0481,0.0448,3.83e-06,0.101,4
One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,16
I Feel The Love,Tritonal,0.555,0.813,0,-5.792,1,0.033,0.0201,0.0,0.165,58
No Brainer,DJ Khaled,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,77
Sun Is Shining,Axwell /\ Ingrosso,0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,71
Breathe,Jax Jones,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,65
In the Name of Love,Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,80
Pure Gold,oomiee,0.64,0.857,4,-8.26,1,0.266,0.00164,0.557,0.336,1
Turning Up,ARASHI,0.769,0.817,1,-5.409,1,0.103,0.0225,1.03e-06,0.244,67
Winter Hitori feat. ASOBOiSM,Shinn Yamada,0.787,0.722,7,-5.43,1,0.0395,0.0489,0.0,0.0956,28
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,0.63,0.787,1,-4.302,1,0.103,0.00489,0.0,0.134,48
Nobody Knows,Hiroomi Tosaka,0.617,0.885,8,-3.989,0,0.0375,0.0169,0.0,0.326,39
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,0.746,0.805,10,-4.499,1,0.0683,0.074,0.0,0.0548,60
別世界,E-girls,0.695,0.88,5,-2.965,1,0.158,0.194,0.0,0.0898,29
Gimme GImme,iamSHUM,0.705,0.858,7,-3.374,1,0.0627,0.112,0.0,0.298,21
御伽の街,DAOKO,0.803,0.863,1,-4.939,1,0.0903,0.00947,0.0136,0.0823,40
ボイスメモ No. 5,CHANMINA,0.736,0.666,8,-4.503,1,0.0417,0.0795,1.89e-05,0.332,37
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,0.826,0.569,5,-7.18,1,0.0473,0.287,0.000491,0.0449,38
Make A Move - Pt. 2,EMMA WAHLIN,0.837,0.52,9,-7.575,0,0.14,0.617,0.0182,0.184,17
光線,Ghost like girlfriend,0.636,0.744,0,-3.799,1,0.0291,0.101,0.0,0.0912,30
ZONE OF GOLD,Ryuji Imaichi,0.486,0.714,7,-6.197,1,0.115,0.0622,0.0,0.333,31
LOVE + PARTY,CREAM,0.789,0.77,5,-5.531,0,0.0553,0.0403,0.0,0.0988,37
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,0.608,0.961,2,-2.259,1,0.124,0.023,0.0,0.294,35
New Page,INTERSECTION,0.604,0.733,2,-5.788,1,0.0348,0.105,0.0,0.25,49
Easy Breezy,chelmico,0.655,0.993,2,-2.026,1,0.0862,0.507,0.0,0.392,42
TOTSUKA feat. サイプレス上野,ASOBOiSM,0.836,0.588,7,-7.454,1,0.16,0.237,0.000913,0.0618,23
taste,FlowBack,0.705,0.666,6,-5.001,1,0.0583,0.577,0.0,0.0835,34
I don’t wanna do,SARM,0.567,0.865,6,-5.125,1,0.139,0.0127,0.0,0.0546,27
A-RA-SHI:Reborn,ARASHI,0.718,0.8,9,-5.715,1,0.0587,0.00588,1.63e-05,0.337,60
Light,SIRUP,0.775,0.673,9,-6.526,1,0.081,0.0564,0.0,0.111,53
Night Ship,Yo-Sea,0.847,0.512,10,-9.071,1,0.053,0.152,0.000478,0.0746,30
Fly me 2,eill,0.742,0.719,4,-6.341,0,0.0387,0.0867,0.0,0.126,41
Not Enough,Rei Yasuda,0.549,0.847,5,-4.966,1,0.0483,0.0587,0.0,0.102,29
COLORLESS,Daichi Miura,0.425,0.56,0,-6.395,0,0.308,0.0826,0.0,0.35,54
New Shoes - feat.Shun Murakami,phai,0.716,0.463,9,-7.563,1,0.0337,0.693,0.000296,0.121,21
MarudeSaturday Night,BABY-T,0.697,0.77,0,-3.828,1,0.0327,0.00374,0.0,0.0424,21
FUTARI x PARTY,CREAM,0.866,0.746,8,-6.139,0,0.0706,0.446,0.0,0.133,40
SUPERSTAR,真之介,0.554,0.782,0,-2.927,1,0.0367,0.198,0.0,0.0756,26
Be on the Stage,KEITA,0.684,0.854,4,-3.625,0,0.0847,0.0615,1.37e-06,0.152,26
space shuttle,空音,0.711,0.934,11,-0.7,1,0.0588,0.0445,8.83e-06,0.0537,36
Amazing!,Sakurako Ohara,0.649,0.856,8,-2.745,1,0.181,0.127,0.0,0.0702,32
TO-KE-TE,HAN-KUN,0.392,0.891,11,-2.746,0,0.059,0.0236,0.0,0.281,34
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,0.763,0.763,10,-4.176,0,0.0626,0.0298,1.9e-05,0.652,21
You're the Reason - English ver.,INTERSECTION,0.625,0.728,2,-5.486,1,0.03,0.0097,0.0,0.101,36
Made In JPN,DEAN FUJIOKA,0.621,0.614,6,-5.411,1,0.0539,0.0462,1.8e-06,0.0452,36
See You Later,Chocoholic,0.729,0.646,9,-6.046,0,0.0452,0.0682,0.000481,0.0484,42
Possible,片寄涼太,0.713,0.709,4,-6.451,1,0.0703,0.042,0.0,0.0995,49
All Over You,Boys Get Hurt,0.705,0.55,2,-7.974,1,0.0381,0.0887,0.00485,0.0895,12
Where Would You Go?,SkyLogic,0.62,0.775,7,-4.677,1,0.0271,0.0634,0.0501,0.0676,16
Call My Name - Remix,YUTO,0.834,0.823,8,-4.603,1,0.0716,0.09,0.000101,0.0561,27
DAYZ,AAAMYYY,0.738,0.55,5,-9.845,0,0.0473,0.00919,0.000648,0.0772,44
Simple Things,HarukiD,0.695,0.646,9,-7.103,0,0.032,0.0345,0.000294,0.0967,21
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,0.74,0.56,4,-5.566,0,0.0387,0.172,0.0,0.0717,41
SPOTLIGHT,eill,0.638,0.735,8,-4.635,1,0.0873,0.0269,0.0,0.0603,44
let me know,blanchehor,0.704,0.584,6,-7.384,0,0.026,0.324,0.0979,0.0965,39
Y.E.S,KEITA,0.599,0.795,7,-5.072,0,0.15,0.223,0.0,0.125,21
Rich&Famous - feat. Sean Paul,Kumi Koda,0.539,0.739,0,-5.429,0,0.204,0.0263,0.0,0.297,35
ミズノナカヘ - Car TAX remix,yu-re:meu,0.738,0.846,2,-5.929,1,0.0758,0.158,0.0353,0.0282,16
EASY LOVE,Gear 2nd,0.802,0.776,8,-6.903,0,0.112,0.16,0.0,0.0969,27
PARADE,Miliyah,0.679,0.637,8,-5.683,1,0.0427,0.0821,1.04e-06,0.158,37
Obsession,広瀬大地,0.827,0.851,11,-4.589,0,0.103,0.122,2.31e-05,0.0706,30
Shine,DJ PIGER,0.779,0.721,8,-8.409,0,0.0487,0.00618,0.00696,0.239,35
Upside Down,RYPPHYPE,0.701,0.927,5,-3.21,0,0.0644,0.31,0.0,0.0505,26
B.S.G.S.,sooogood!,0.625,0.905,6,-6.323,0,0.135,0.553,0.0298,0.247,30
Bitten By You,Monkey Majik,0.677,0.75,9,-5.824,1,0.033,0.14,0.000249,0.0363,40
For Me,WAPLAN,0.706,0.734,0,-4.623,1,0.0324,0.0229,0.0,0.112,31
Sway,AATA,0.792,0.673,5,-7.876,0,0.163,0.0652,8.47e-05,0.145,27
Nobody,Beverly,0.561,0.929,11,-1.687,1,0.0288,0.182,0.000776,0.245,31
Adios,EVERGLOW,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,74
Dumb,BVNDIT,0.652,0.837,1,-3.104,0,0.0723,0.0976,0.0,0.0844,59
THURSDAY,GOT7,0.678,0.787,1,-4.741,0,0.0452,0.147,0.0,0.0799,63
Snapping,CHUNG HA,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,73
WONDERLAND,ATEEZ,0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,72
DDU-DU DDU-DU,BLACKPINK,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,68
Like always,X1,0.781,0.879,5,-3.725,1,0.0533,0.0309,0.0,0.0546,58
Answer,ATEEZ,0.565,0.903,7,-1.918,1,0.05,0.0746,0.0,0.359,72
피카부 Peek-A-Boo,Red Velvet,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,70
DRIP,HINAPIA,0.658,0.87,2,-2.373,1,0.0626,0.177,0.0,0.36,59
Jopping,SuperM,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,75
HIP,Mamamoo,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,81
BBoom BBoom,MOMOLAND,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,70
Dumb Litty,KARD,0.76,0.887,9,-1.993,1,0.0409,0.037,0.0,0.138,65
POP/STARS,K/DA,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,75
MIDDLE OF THE NIGHT,Monsta X,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,69
Boy With Luv (feat. Halsey),BTS,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,85
Bon Bon Chocolat,EVERGLOW,0.719,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,72
gogobebe,Mamamoo,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,72
IDOL,BTS,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,75
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,0.613,0.842,10,-4.332,0,0.219,0.0157,0.0,0.23,65
KILLING ME,iKON,0.76,0.672,9,-5.277,0,0.0732,0.465,0.0,0.205,63
As If It's Your Last,BLACKPINK,0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,2
MIROH,Stray Kids,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,71
Forever Love,YOUNGJAE,0.652,0.785,6,-4.34,1,0.0448,0.0667,0.0,0.124,48
BOSS,NCT,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,68
Forever Young,BLACKPINK,0.6,0.96,4,-1.807,1,0.095,0.0426,0.0,0.0882,65
Egotistic,Mamamoo,0.616,0.833,3,-3.314,0,0.067,0.315,0.0,0.175,70
Bomb Bomb,KARD,0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,66
DNA,BTS,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,71
Roller Coaster,CHUNG HA,0.632,0.906,6,-1.466,0,0.0494,0.321,0.0,0.223,2
YES or YES,TWICE,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,7
FLASH,X1,0.674,0.91,7,-2.898,0,0.0594,0.029,0.0,0.342,69
HANN (Alone),(G)I-DLE,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,66
하드캐리 Hard Carry,GOT7,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,1
ME,CLC,0.752,0.804,11,-3.512,0,0.0656,0.022,1.76e-05,0.0865,64
BAAM,MOMOLAND,0.725,0.94,5,-2.32,0,0.0435,0.115,0.00431,0.0864,66
DDD,EXID,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,60
Starry Night,Mamamoo,0.58,0.773,9,-3.302,0,0.05,0.656,0.0,0.112,67
Siren,SUNMI,0.605,0.894,9,-3.885,0,0.0385,0.0119,0.0,0.0887,0
HIT,SEVENTEEN,0.615,0.904,9,-3.955,0,0.221,0.0881,0.0,0.117,66
Heroine,SUNMI,0.673,0.782,7,-3.911,1,0.0404,0.0582,1.4e-06,0.391,62
Way Back Home,SHAUN,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,66
I’m So Hot,MOMOLAND,0.75,0.883,6,-1.712,0,0.0432,0.226,9.84e-05,0.0437,61
Me & You,EXID,0.709,0.911,7,-2.611,1,0.0593,0.0572,4.73e-06,0.0732,61
No,CLC,0.76,0.722,6,-4.429,0,0.0908,0.00785,0.000326,0.116,61
PICK ME,PRODUCE 48,0.649,0.862,6,-3.903,1,0.0487,0.0218,0.0,0.066,58
WANT,TAEMIN,0.64,0.757,7,-5.532,1,0.0689,0.0261,0.0,0.127,63
Fever,GFRIEND,0.764,0.836,1,-2.868,1,0.0396,0.208,0.0,0.234,67
Room Shaker,Ailee,0.697,0.897,11,-3.628,0,0.136,0.0323,0.0,0.138,57
Power Up,Red Velvet,0.732,0.934,8,-4.618,1,0.144,0.0774,0.00745,0.306,65
LALALAY 날라리,SUNMI,0.7,0.806,11,-4.818,0,0.0491,0.00132,0.0,0.0579,70
